geo,country_name,time,sex,age_group,indicator_code,indicator_label,indicator_category,value,unit,data_suppressed,is_outlier_flagged,source_dataset,ehis_wave,last_retrieved
IE,Ireland,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,58.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IE,Ireland,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,65.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
IS,Iceland,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,79.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IS,Iceland,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,78.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
IT,Italy,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,34.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IT,Italy,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,37.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
LT,Lithuania,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,35.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LT,Lithuania,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,36.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
LU,Luxembourg,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,74.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LU,Luxembourg,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,70.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
LV,Latvia,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,51.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LV,Latvia,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,49.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
MT,Malta,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,55.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
MT,Malta,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,37.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
NL,Netherlands,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,69.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
NO,Norway,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,72.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
NO,Norway,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,84.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
PL,Poland,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,34.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
PL,Poland,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,33.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
PT,Portugal,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,41.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
PT,Portugal,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,39.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
RO,Romania,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,7.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
RO,Romania,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,7.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
RS,Serbia,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,22.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
SE,Sweden,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,77.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SE,Sweden,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,79.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
SI,Slovenia,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,74.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SI,Slovenia,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,74.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
SK,Slovakia,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,49.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SK,Slovakia,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,37.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
TR,Türkiye,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,6.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
TR,Türkiye,2019,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,7.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
UK,United Kingdom,2014,Female,Y18-29,MV_AERO_SPRT,Aerobic sports,Physical Activity,60.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,72.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
BE,Belgium,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,56.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
BG,Bulgaria,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,13.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
CY,Cyprus,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,36.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
CZ,Czechia,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,49.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
DE,Germany,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,67.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
DK,Denmark,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,77.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EE,Estonia,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,45.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EL,Greece,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,29.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
ES,Spain,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,45.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,44.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EU28,European Union - 28 countries (2013-2020),2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,47.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
FI,Finland,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,79.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
FR,France,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,47.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
HR,Croatia,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,22.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
HU,Hungary,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,44.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IE,Ireland,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,55.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IS,Iceland,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,75.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IT,Italy,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,29.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LT,Lithuania,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,27.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LU,Luxembourg,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,69.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LV,Latvia,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,48.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
MT,Malta,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,51.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
NO,Norway,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,73.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
PL,Poland,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,29.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
PT,Portugal,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,35.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
RO,Romania,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,4.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SE,Sweden,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,75.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SI,Slovenia,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,65.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SK,Slovakia,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,40.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
TR,Türkiye,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,6.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
UK,United Kingdom,2014,Female,Y18-44,MV_AERO_SPRT,Aerobic sports,Physical Activity,61.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,73.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,67.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
BE,Belgium,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,49.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
BE,Belgium,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,42.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
BG,Bulgaria,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,8.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
BG,Bulgaria,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,11.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
CY,Cyprus,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,37.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
CY,Cyprus,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,34.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
CZ,Czechia,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,39.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
CZ,Czechia,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,39.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
DE,Germany,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,68.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
DE,Germany,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,70.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
DK,Denmark,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,78.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
DK,Denmark,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,79.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EE,Estonia,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,39.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EE,Estonia,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,49.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EL,Greece,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,24.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EL,Greece,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,26.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
ES,Spain,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,44.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
ES,Spain,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,49.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,43.2,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,45.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EU28,European Union - 28 countries (2013-2020),2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,45.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
FI,Finland,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,78.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
FR,France,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,48.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
FR,France,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,44.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
HR,Croatia,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,20.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
HR,Croatia,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,32.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
HU,Hungary,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,36.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
HU,Hungary,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,45.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
IE,Ireland,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,48.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IE,Ireland,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,52.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
IS,Iceland,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,74.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IS,Iceland,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,77.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
IT,Italy,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,25.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
IT,Italy,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,27.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
LT,Lithuania,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,22.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LT,Lithuania,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,31.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
LU,Luxembourg,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,66.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LU,Luxembourg,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,67.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
LV,Latvia,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,43.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
LV,Latvia,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,42.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
MT,Malta,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,52.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
MT,Malta,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,27.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
NL,Netherlands,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,56.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
NO,Norway,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,73.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
NO,Norway,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,84.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
PL,Poland,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,23.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
PL,Poland,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,26.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
PT,Portugal,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,32.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
PT,Portugal,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,32.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
RO,Romania,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,2.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
RO,Romania,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,4.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
RS,Serbia,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,12.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
SE,Sweden,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,74.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SE,Sweden,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,77.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
SI,Slovenia,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,59.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SI,Slovenia,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,61.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
SK,Slovakia,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,33.6,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
SK,Slovakia,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,33.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
TR,Türkiye,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,5.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
TR,Türkiye,2019,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,5.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
UK,United Kingdom,2014,Female,Y18-64,MV_AERO_SPRT,Aerobic sports,Physical Activity,59.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,81.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
AT,Austria,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,74.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
BE,Belgium,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,60.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
BE,Belgium,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,55.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
BG,Bulgaria,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,24.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
BG,Bulgaria,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,23.0,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
CY,Cyprus,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,38.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
CY,Cyprus,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,33.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
CZ,Czechia,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,62.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
CZ,Czechia,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,54.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
DE,Germany,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,72.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
DE,Germany,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,82.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
DK,Denmark,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,83.8,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
DK,Denmark,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,79.9,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EE,Estonia,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,53.7,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EE,Estonia,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,54.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EL,Greece,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,46.1,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EL,Greece,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,51.5,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
ES,Spain,2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,49.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
ES,Spain,2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,58.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,51.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
EU27_2020,European Union - 27 countries (from 2020),2019,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,56.3,PC,False,False,hlth_ehis_pe3,EHIS Wave 3 (2019),2026-06-10
EU28,European Union - 28 countries (2013-2020),2014,Female,Y20-24,MV_AERO_SPRT,Aerobic sports,Physical Activity,52.4,PC,False,False,hlth_ehis_pe3,EHIS Wave 2 (2014),2026-06-10
