year,month,energy_source,generation_gwh,temperature_anomaly_c
1922,3,biomass,3133.333,-0.152
1922,3,coal,14588.306,-0.042
1922,3,gas,658.5,-0.087
1922,3,oil,2355.404,-0.08
1922,4,hydro,6300.0,-0.095
1922,4,wind,0.0,0.216
1922,4,solar,0.0,0.336
1922,4,biomass,3133.333,-0.055
1922,4,coal,12480.0,0.198
1922,4,gas,563.333,-0.229
1922,4,oil,2015.0,0.156
1922,5,hydro,7837.307,0.18
1922,5,wind,0.0,-0.199
1922,5,solar,0.0,-0.165
1922,5,biomass,3133.333,-0.052
1922,5,coal,9600.0,0.007
1922,5,gas,433.333,0.066
1922,5,oil,1550.0,0.301
1922,6,hydro,8400.0,0.186
1922,6,wind,0.0,-0.049
1922,6,solar,0.0,-0.166
1922,6,biomass,3133.333,0.314
1922,6,coal,6720.0,-0.059
1922,6,gas,303.333,0.133
1922,6,oil,1085.0,-0.105
1922,7,hydro,7837.307,-0.156
1922,7,wind,0.0,-0.144
1922,7,solar,0.0,0.213
1922,7,biomass,3133.333,0.127
1922,7,coal,4611.694,0.014
1922,7,gas,208.167,0.094
1922,7,oil,744.596,0.046
1922,8,hydro,6300.0,0.087
1922,8,wind,0.0,0.162
1922,8,solar,0.0,-0.105
1922,8,biomass,3133.333,-0.088
1922,8,coal,3840.0,0.217
1922,8,gas,173.333,0.288
1922,8,oil,620.0,-0.187
1922,9,hydro,4200.0,0.032
1922,9,wind,0.0,0.186
1922,9,solar,0.0,-0.189
1922,9,biomass,3133.333,0.103
1922,9,coal,4611.694,-0.199
1922,9,gas,208.167,0.093
1922,9,oil,744.596,0.067
1922,10,hydro,2100.0,0.108
1922,10,wind,0.0,-0.146
1922,10,solar,0.0,-0.039
1922,10,biomass,3133.333,0.076
1922,10,coal,6720.0,-0.166
1922,10,gas,303.333,-0.113
1922,10,oil,1085.0,0.114
1922,11,hydro,562.693,-0.181
1922,11,wind,0.0,0.07
1922,11,solar,0.0,0.249
1922,11,biomass,3133.333,0.036
1922,11,coal,9600.0,0.072
1922,11,gas,433.333,0.038
1922,11,oil,1550.0,-0.201
1922,12,hydro,0.0,0.041
1922,12,wind,0.0,0.248
1922,12,solar,0.0,0.198
1922,12,biomass,3133.333,0.002
1922,12,coal,12480.0,0.254
1922,12,gas,563.333,0.211
1922,12,oil,2015.0,0.111
1923,1,hydro,576.091,-0.197
1923,1,wind,0.0,-0.017
1923,1,solar,0.0,-0.186
1923,1,biomass,3200.0,0.372
1923,1,coal,15044.191,0.337
1923,1,gas,671.163,-0.183
1923,1,oil,2393.394,0.336
1923,2,hydro,2150.0,-0.205
1923,2,wind,0.0,0.021
1923,2,solar,0.0,0.237
1923,2,biomass,3200.0,0.235
1923,2,coal,15840.0,0.363
1923,2,gas,706.667,0.164
1923,2,oil,2520.0,0.028
1923,3,hydro,4300.0,0.372
1923,3,wind,0.0,0.005
1923,3,solar,0.0,0.298
1923,3,biomass,3200.0,0.32
1923,3,coal,15044.191,0.001
1923,3,gas,671.163,0.186
1923,3,oil,2393.394,0.173
1923,4,hydro,6450.0,0.1
1923,4,wind,0.0,0.168
1923,4,solar,0.0,-0.015
1923,4,biomass,3200.0,-0.117
1923,4,coal,12870.0,0.098
1923,4,gas,574.167,0.093
1923,4,oil,2047.5,0.213
1923,5,hydro,8023.909,-0.09
1923,5,wind,0.0,-0.222
1923,5,solar,0.0,-0.21
1923,5,biomass,3200.0,-0.045
1923,5,coal,9900.0,0.18
1923,5,gas,441.667,0.103
1923,5,oil,1575.0,0.095
1923,6,hydro,8600.0,0.27
1923,6,wind,0.0,-0.075
1923,6,solar,0.0,-0.016
1923,6,biomass,3200.0,-0.059
1923,6,coal,6930.0,0.338
1923,6,gas,309.167,0.211
1923,6,oil,1102.5,-0.156
1923,7,hydro,8023.909,0.262
1923,7,wind,0.0,0.028
1923,7,solar,0.0,0.236
1923,7,biomass,3200.0,0.306
1923,7,coal,4755.809,-0.215
1923,7,gas,212.17,-0.1
1923,7,oil,756.606,-0.163
1923,8,hydro,6450.0,-0.204
1923,8,wind,0.0,0.135
1923,8,solar,0.0,0.198
1923,8,biomass,3200.0,-0.195
1923,8,coal,3960.0,0.22
1923,8,gas,176.667,0.017
1923,8,oil,630.0,-0.083
1923,9,hydro,4300.0,-0.094
1923,9,wind,0.0,0.294
1923,9,solar,0.0,-0.19
1923,9,biomass,3200.0,0.078
1923,9,coal,4755.809,-0.05
1923,9,gas,212.17,0.265
1923,9,oil,756.606,0.215
1923,10,hydro,2150.0,-0.033
1923,10,wind,0.0,0.135
1923,10,solar,0.0,0.18
1923,10,biomass,3200.0,-0.032
1923,10,coal,6930.0,-0.043
1923,10,gas,309.167,-0.138
1923,10,oil,1102.5,0.172
1923,11,hydro,576.091,-0.091
1923,11,wind,0.0,-0.044
1923,11,solar,0.0,-0.187
1923,11,biomass,3200.0,0.345
1923,11,coal,9900.0,0.304
1923,11,gas,441.667,0.323
1923,11,oil,1575.0,0.152
1923,12,hydro,0.0,0.032
1923,12,wind,0.0,0.073
1923,12,solar,0.0,0.359
1923,12,biomass,3200.0,0.341
1923,12,coal,12870.0,0.179
1923,12,gas,574.167,0.247
1923,12,oil,2047.5,-0.033
1924,1,hydro,589.488,0.038
1924,1,wind,0.0,-0.122
1924,1,solar,0.0,0.014
1924,1,biomass,3266.667,0.241
1924,1,coal,15500.075,0.072
1924,1,gas,683.827,0.298
1924,1,oil,2431.384,-0.032
1924,2,hydro,2200.0,0.213
1924,2,wind,0.0,0.271
1924,2,solar,0.0,0.337
1924,2,biomass,3266.667,0.125
1924,2,coal,16320.0,0.369
1924,2,gas,720.0,0.122
1924,2,oil,2560.0,-0.132
1924,3,hydro,4400.0,-0.066
1924,3,wind,0.0,-0.09
1924,3,solar,0.0,0.176
1924,3,biomass,3266.667,0.341
1924,3,coal,15500.075,0.296
1924,3,gas,683.827,-0.157
1924,3,oil,2431.384,0.223
1924,4,hydro,6600.0,-0.098
1924,4,wind,0.0,-0.051
1924,4,solar,0.0,0.192
1924,4,biomass,3266.667,0.15
1924,4,coal,13260.0,0.312
1924,4,gas,585.0,-0.099
1924,4,oil,2080.0,0.245
1924,5,hydro,8210.512,0.223
1924,5,wind,0.0,0.123
1924,5,solar,0.0,0.076
1924,5,biomass,3266.667,0.31
1924,5,coal,10200.0,-0.012
1924,5,gas,450.0,0.362
1924,5,oil,1600.0,-0.203
1924,6,hydro,8800.0,0.35
1924,6,wind,0.0,0.365
1924,6,solar,0.0,-0.142
1924,6,biomass,3266.667,0.388
1924,6,coal,7140.0,0.075
1924,6,gas,315.0,-0.066
1924,6,oil,1120.0,0.151
1924,7,hydro,8210.512,-0.089
1924,7,wind,0.0,0.337
1924,7,solar,0.0,0.119
1924,7,biomass,3266.667,0.253
1924,7,coal,4899.925,0.016
1924,7,gas,216.173,0.108
1924,7,oil,768.616,0.004
1924,8,hydro,6600.0,-0.055
1924,8,wind,0.0,0.096
1924,8,solar,0.0,0.086
1924,8,biomass,3266.667,-0.153
1924,8,coal,4080.0,0.377
1924,8,gas,180.0,0.07
1924,8,oil,640.0,0.292
1924,9,hydro,4400.0,0.337
1924,9,wind,0.0,0.01
1924,9,solar,0.0,0.036
1924,9,biomass,3266.667,0.126
1924,9,coal,4899.925,-0.079
1924,9,gas,216.173,-0.124
1924,9,oil,768.616,-0.056
1924,10,hydro,2200.0,0.349
1924,10,wind,0.0,0.135
1924,10,solar,0.0,0.039
1924,10,biomass,3266.667,-0.121
1924,10,coal,7140.0,-0.014
1924,10,gas,315.0,0.016
1924,10,oil,1120.0,0.288
1924,11,hydro,589.488,0.088
1924,11,wind,0.0,0.181
1924,11,solar,0.0,0.199
1924,11,biomass,3266.667,-0.058
1924,11,coal,10200.0,0.281
1924,11,gas,450.0,0.368
1924,11,oil,1600.0,0.173
1924,12,hydro,0.0,0.082
1924,12,wind,0.0,-0.111
1924,12,solar,0.0,0.265
1924,12,biomass,3266.667,-0.11
1924,12,coal,13260.0,0.22
1924,12,gas,585.0,0.081
1924,12,oil,2080.0,0.338
1925,1,hydro,602.886,0.125
1925,1,wind,0.0,0.185
1925,1,solar,0.0,-0.165
1925,1,biomass,3333.333,-0.18
1925,1,coal,15955.96,0.308
1925,1,gas,696.49,0.367
1925,1,oil,2469.375,0.201
1925,2,hydro,2250.0,0.259
1925,2,wind,0.0,0.047
1925,2,solar,0.0,0.306
1925,2,biomass,3333.333,-0.061
1925,2,coal,16800.0,0.224
1925,2,gas,733.333,-0.195
1925,2,oil,2600.0,0.103
1925,3,hydro,4500.0,0.024
1925,3,wind,0.0,0.171
1925,3,solar,0.0,0.2
1925,3,biomass,3333.333,0.17
1925,3,coal,15955.96,0.09
1925,3,gas,696.49,0.093
1925,3,oil,2469.375,-0.196
1925,4,hydro,6750.0,0.131
1925,4,wind,0.0,-0.193
1925,4,solar,0.0,0.118
1925,4,biomass,3333.333,-0.035
1925,4,coal,13650.0,0.386
1925,4,gas,595.833,-0.19
1925,4,oil,2112.5,0.288
1925,5,hydro,8397.114,0.204
1925,5,wind,0.0,0.284
1925,5,solar,0.0,0.346
1925,5,biomass,3333.333,-0.136
1925,5,coal,10500.0,-0.142
1925,5,gas,458.333,-0.111
1925,5,oil,1625.0,-0.085
1925,6,hydro,9000.0,0.116
1925,6,wind,0.0,0.289
1925,6,solar,0.0,-0.04
1925,6,biomass,3333.333,0.038
1925,6,coal,7350.0,0.024
1925,6,gas,320.833,0.044
1925,6,oil,1137.5,0.139
1925,7,hydro,8397.114,0.394
1925,7,wind,0.0,-0.064
1925,7,solar,0.0,0.21
1925,7,biomass,3333.333,0.309
1925,7,coal,5044.04,0.192
1925,7,gas,220.176,0.315
1925,7,oil,780.625,0.256
1925,8,hydro,6750.0,-0.144
1925,8,wind,0.0,0.028
1925,8,solar,0.0,0.132
1925,8,biomass,3333.333,-0.166
1925,8,coal,4200.0,-0.194
1925,8,gas,183.333,-0.097
1925,8,oil,650.0,0.1
1925,9,hydro,4500.0,0.06
1925,9,wind,0.0,0.271
1925,9,solar,0.0,0.14
1925,9,biomass,3333.333,0.315
1925,9,coal,5044.04,-0.143
1925,9,gas,220.176,0.117
1925,9,oil,780.625,-0.174
1925,10,hydro,2250.0,-0.073
1925,10,wind,0.0,0.321
1925,10,solar,0.0,0.333
1925,10,biomass,3333.333,0.085
1925,10,coal,7350.0,-0.172
1925,10,gas,320.833,-0.155
1925,10,oil,1137.5,0.355
1925,11,hydro,602.886,0.34
1925,11,wind,0.0,0.138
1925,11,solar,0.0,-0.18
1925,11,biomass,3333.333,0.357
1925,11,coal,10500.0,-0.011
1925,11,gas,458.333,0.377
1925,11,oil,1625.0,0.152
1925,12,hydro,0.0,0.251
1925,12,wind,0.0,0.228
1925,12,solar,0.0,0.039
1925,12,biomass,3333.333,-0.154
1925,12,coal,13650.0,-0.103
1925,12,gas,595.833,-0.056
1925,12,oil,2112.5,0.301
1926,1,hydro,616.283,0.045
1926,1,wind,0.0,0.35
1926,1,solar,0.0,0.011
1926,1,biomass,3400.0,0.265
1926,1,coal,16411.845,-0.104
1926,1,gas,709.154,0.405
1926,1,oil,2507.365,0.246
1926,2,hydro,2300.0,0.112
1926,2,wind,0.0,0.397
1926,2,solar,0.0,-0.156
1926,2,biomass,3400.0,0.074
1926,2,coal,17280.0,0.315
1926,2,gas,746.667,0.016
1926,2,oil,2640.0,0.273
1926,3,hydro,4600.0,0.385
1926,3,wind,0.0,0.05
1926,3,solar,0.0,0.276
1926,3,biomass,3400.0,-0.17
1926,3,coal,16411.845,-0.024
1926,3,gas,709.154,0.408
1926,3,oil,2507.365,0.106
1926,4,hydro,6900.0,0.025
1926,4,wind,0.0,0.377
1926,4,solar,0.0,0.071
1926,4,biomass,3400.0,0.22
1926,4,coal,14040.0,0.208
1926,4,gas,606.667,-0.137
1926,4,oil,2145.0,0.183
1926,5,hydro,8583.717,0.291
1926,5,wind,0.0,0.24
1926,5,solar,0.0,-0.139
1926,5,biomass,3400.0,-0.095
1926,5,coal,10800.0,0.239
1926,5,gas,466.667,0.192
1926,5,oil,1650.0,0.256
1926,6,hydro,9200.0,0.002
1926,6,wind,0.0,-0.124
1926,6,solar,0.0,-0.185
1926,6,biomass,3400.0,-0.003
1926,6,coal,7560.0,0.028
1926,6,gas,326.667,-0.026
1926,6,oil,1155.0,-0.108
1926,7,hydro,8583.717,-0.076
1926,7,wind,0.0,0.081
1926,7,solar,0.0,0.145
1926,7,biomass,3400.0,0.057
1926,7,coal,5188.155,-0.172
1926,7,gas,224.18,0.024
1926,7,oil,792.635,-0.132
1926,8,hydro,6900.0,0.171
1926,8,wind,0.0,0.007
1926,8,solar,0.0,0.043
1926,8,biomass,3400.0,-0.013
1926,8,coal,4320.0,0.045
1926,8,gas,186.667,-0.137
1926,8,oil,660.0,0.353
1926,9,hydro,4600.0,0.355
1926,9,wind,0.0,0.399
1926,9,solar,0.0,0.155
1926,9,biomass,3400.0,-0.086
1926,9,coal,5188.155,0.04
1926,9,gas,224.18,-0.105
1926,9,oil,792.635,-0.007
1926,10,hydro,2300.0,0.108
1926,10,wind,0.0,-0.15
1926,10,solar,0.0,0.073
1926,10,biomass,3400.0,0.065
1926,10,coal,7560.0,0.103
1926,10,gas,326.667,-0.142
1926,10,oil,1155.0,-0.037
1926,11,hydro,616.283,-0.04
1926,11,wind,0.0,0.187
1926,11,solar,0.0,0.168
1926,11,biomass,3400.0,-0.071
1926,11,coal,10800.0,-0.124
1926,11,gas,466.667,-0.005
1926,11,oil,1650.0,0.381
1926,12,hydro,0.0,0.011
1926,12,wind,0.0,0.184
1926,12,solar,0.0,0.294
1926,12,biomass,3400.0,0.01
1926,12,coal,14040.0,0.013
1926,12,gas,606.667,0.301
1926,12,oil,2145.0,0.328
1927,1,hydro,629.681,0.409
1927,1,wind,0.0,-0.094
1927,1,solar,0.0,0.016
1927,1,biomass,3466.667,0.392
1927,1,coal,16867.729,-0.055
1927,1,gas,721.817,0.013
1927,1,oil,2545.356,0.403
1927,2,hydro,2350.0,0.405
1927,2,wind,0.0,-0.001
1927,2,solar,0.0,0.241
1927,2,biomass,3466.667,0.119
1927,2,coal,17760.0,0.17
1927,2,gas,760.0,-0.031
1927,2,oil,2680.0,0.05
1927,3,hydro,4700.0,0.314
1927,3,wind,0.0,0.06
1927,3,solar,0.0,-0.108
1927,3,biomass,3466.667,0.162
1927,3,coal,16867.729,0.179
1927,3,gas,721.817,0.151
1927,3,oil,2545.356,0.233
1927,4,hydro,7050.0,0.154
1927,4,wind,0.0,0.396
1927,4,solar,0.0,0.101
1927,4,biomass,3466.667,0.249
1927,4,coal,14430.0,0.087
1927,4,gas,617.5,-0.001
1927,4,oil,2177.5,0.24
1927,5,hydro,8770.319,0.315
1927,5,wind,0.0,0.301
1927,5,solar,0.0,0.069
1927,5,biomass,3466.667,0.124
1927,5,coal,11100.0,0.204
1927,5,gas,475.0,-0.031
1927,5,oil,1675.0,0.219
1927,6,hydro,9400.0,0.253
1927,6,wind,0.0,0.297
1927,6,solar,0.0,-0.132
1927,6,biomass,3466.667,0.418
1927,6,coal,7770.0,0.112
1927,6,gas,332.5,0.064
1927,6,oil,1172.5,0.128
1927,7,hydro,8770.319,0.376
1927,7,wind,0.0,0.239
1927,7,solar,0.0,0.15
1927,7,biomass,3466.667,0.298
1927,7,coal,5332.271,0.04
1927,7,gas,228.183,0.361
1927,7,oil,804.644,0.146
1927,8,hydro,7050.0,0.207
1927,8,wind,0.0,-0.125
1927,8,solar,0.0,0.285
1927,8,biomass,3466.667,0.219
1927,8,coal,4440.0,0.037
1927,8,gas,190.0,0.212
1927,8,oil,670.0,-0.149
1927,9,hydro,4700.0,0.414
1927,9,wind,0.0,0.23
1927,9,solar,0.0,0.064
1927,9,biomass,3466.667,0.276
1927,9,coal,5332.271,0.403
1927,9,gas,228.183,0.082
1927,9,oil,804.644,-0.17
1927,10,hydro,2350.0,-0.021
1927,10,wind,0.0,0.13
1927,10,solar,0.0,0.135
1927,10,biomass,3466.667,0.172
1927,10,coal,7770.0,0.169
1927,10,gas,332.5,0.091
1927,10,oil,1172.5,0.059
1927,11,hydro,629.681,0.287
1927,11,wind,0.0,0.177
1927,11,solar,0.0,0.124
1927,11,biomass,3466.667,0.031
1927,11,coal,11100.0,-0.161
1927,11,gas,475.0,-0.113
1927,11,oil,1675.0,0.074
1927,12,hydro,0.0,0.401
1927,12,wind,0.0,-0.106
1927,12,solar,0.0,0.388
1927,12,biomass,3466.667,-0.091
1927,12,coal,14430.0,0.011
1927,12,gas,617.5,0.097
1927,12,oil,2177.5,-0.052
1928,1,hydro,643.078,0.126
1928,1,wind,0.0,0.122
1928,1,solar,0.0,0.099
1928,1,biomass,3533.333,0.254
1928,1,coal,17323.614,0.027
1928,1,gas,734.481,0.016
1928,1,oil,2583.346,0.322
1928,2,hydro,2400.0,-0.095
1928,2,wind,0.0,0.346
1928,2,solar,0.0,0.225
1928,2,biomass,3533.333,0.242
1928,2,coal,18240.0,-0.065
1928,2,gas,773.333,0.426
1928,2,oil,2720.0,-0.018
1928,3,hydro,4800.0,-0.059
1928,3,wind,0.0,-0.068
1928,3,solar,0.0,0.172
1928,3,biomass,3533.333,0.411
1928,3,coal,17323.614,-0.025
1928,3,gas,734.481,0.079
1928,3,oil,2583.346,-0.053
1928,4,hydro,7200.0,0.22
1928,4,wind,0.0,0.095
1928,4,solar,0.0,-0.146
1928,4,biomass,3533.333,0.204
1928,4,coal,14820.0,-0.046
1928,4,gas,628.333,0.191
1928,4,oil,2210.0,0.069
1928,5,hydro,8956.922,0.259
1928,5,wind,0.0,-0.041
1928,5,solar,0.0,0.287
1928,5,biomass,3533.333,0.321
1928,5,coal,11400.0,-0.126
1928,5,gas,483.333,-0.103
1928,5,oil,1700.0,0.359
1928,6,hydro,9600.0,-0.052
1928,6,wind,0.0,0.032
1928,6,solar,0.0,0.111
1928,6,biomass,3533.333,-0.007
1928,6,coal,7980.0,0.354
1928,6,gas,338.333,0.153
1928,6,oil,1190.0,0.219
1928,7,hydro,8956.922,0.194
1928,7,wind,0.0,0.203
1928,7,solar,0.0,0.188
1928,7,biomass,3533.333,0.045
1928,7,coal,5476.386,0.343
1928,7,gas,232.186,0.206
1928,7,oil,816.654,0.324
1928,8,hydro,7200.0,0.26
1928,8,wind,0.0,0.014
1928,8,solar,0.0,0.205
1928,8,biomass,3533.333,-0.113
1928,8,coal,4560.0,-0.084
1928,8,gas,193.333,-0.093
1928,8,oil,680.0,0.019
1928,9,hydro,4800.0,-0.054
1928,9,wind,0.0,0.252
1928,9,solar,0.0,0.142
1928,9,biomass,3533.333,0.087
1928,9,coal,5476.386,-0.081
1928,9,gas,232.186,0.066
1928,9,oil,816.654,-0.053
1928,10,hydro,2400.0,0.217
1928,10,wind,0.0,0.252
1928,10,solar,0.0,0.223
1928,10,biomass,3533.333,0.436
1928,10,coal,7980.0,0.169
1928,10,gas,338.333,0.13
1928,10,oil,1190.0,-0.08
1928,11,hydro,643.078,0.025
1928,11,wind,0.0,0.107
1928,11,solar,0.0,-0.132
1928,11,biomass,3533.333,0.051
1928,11,coal,11400.0,-0.158
1928,11,gas,483.333,-0.082
1928,11,oil,1700.0,0.325
1928,12,hydro,0.0,0.414
1928,12,wind,0.0,0.139
1928,12,solar,0.0,0.133
1928,12,biomass,3533.333,0.247
1928,12,coal,14820.0,0.085
1928,12,gas,628.333,0.34
1928,12,oil,2210.0,0.129
1929,1,hydro,656.476,-0.102
1929,1,wind,0.0,-0.133
1929,1,solar,0.0,0.305
1929,1,biomass,3600.0,0.023
1929,1,coal,17779.498,0.013
1929,1,gas,747.144,0.171
1929,1,oil,2621.336,-0.051
1929,2,hydro,2450.0,0.122
1929,2,wind,0.0,0.294
1929,2,solar,0.0,0.308
1929,2,biomass,3600.0,0.178
1929,2,coal,18720.0,-0.084
1929,2,gas,786.667,-0.083
1929,2,oil,2760.0,0.313
1929,3,hydro,4900.0,0.342
1929,3,wind,0.0,0.068
1929,3,solar,0.0,0.342
1929,3,biomass,3600.0,-0.127
1929,3,coal,17779.498,0.279
1929,3,gas,747.144,0.176
1929,3,oil,2621.336,0.442
1929,4,hydro,7350.0,-0.091
1929,4,wind,0.0,0.346
1929,4,solar,0.0,0.299
1929,4,biomass,3600.0,0.027
1929,4,coal,15210.0,0.448
1929,4,gas,639.167,0.118
1929,4,oil,2242.5,0.057
1929,5,hydro,9143.524,0.338
1929,5,wind,0.0,0.111
1929,5,solar,0.0,0.444
1929,5,biomass,3600.0,0.313
1929,5,coal,11700.0,-0.01
1929,5,gas,491.667,0.334
1929,5,oil,1725.0,0.201
1929,6,hydro,9800.0,0.058
1929,6,wind,0.0,0.274
1929,6,solar,0.0,0.228
1929,6,biomass,3600.0,-0.052
1929,6,coal,8190.0,-0.068
1929,6,gas,344.167,-0.028
1929,6,oil,1207.5,-0.028
1929,7,hydro,9143.524,-0.116
1929,7,wind,0.0,0.058
1929,7,solar,0.0,0.017
1929,7,biomass,3600.0,0.171
1929,7,coal,5620.502,0.042
1929,7,gas,236.189,0.27
1929,7,oil,828.664,0.022
1929,8,hydro,7350.0,0.008
1929,8,wind,0.0,0.363
1929,8,solar,0.0,0.439
1929,8,biomass,3600.0,0.256
1929,8,coal,4680.0,-0.095
1929,8,gas,196.667,0.426
1929,8,oil,690.0,0.319
1929,9,hydro,4900.0,0.399
1929,9,wind,0.0,0.443
1929,9,solar,0.0,0.368
1929,9,biomass,3600.0,-0.076
1929,9,coal,5620.502,0.368
1929,9,gas,236.189,-0.002
1929,9,oil,828.664,0.275
1929,10,hydro,2450.0,0.345
1929,10,wind,0.0,0.305
1929,10,solar,0.0,0.254
1929,10,biomass,3600.0,0.142
1929,10,coal,8190.0,0.194
1929,10,gas,344.167,0.009
1929,10,oil,1207.5,0.097
1929,11,hydro,656.476,0.119
1929,11,wind,0.0,0.228
1929,11,solar,0.0,0.376
1929,11,biomass,3600.0,-0.096
1929,11,coal,11700.0,0.157
1929,11,gas,491.667,0.015
1929,11,oil,1725.0,0.41
1929,12,hydro,0.0,0.069
1929,12,wind,0.0,0.418
1929,12,solar,0.0,0.044
1929,12,biomass,3600.0,-0.151
1929,12,coal,15210.0,0.312
1929,12,gas,639.167,0.288
1929,12,oil,2242.5,0.287
1930,1,hydro,669.873,0.135
1930,1,wind,0.0,0.258
1930,1,solar,0.0,0.075
1930,1,biomass,3666.667,-0.102
1930,1,coal,18235.383,0.181
1930,1,gas,759.808,-0.009
1930,1,oil,2659.327,0.118
1930,2,hydro,2500.0,-0.013
1930,2,wind,0.0,0.021
1930,2,solar,0.0,0.357
1930,2,biomass,3666.667,0.063
1930,2,coal,19200.0,0.207
1930,2,gas,800.0,0.2
1930,2,oil,2800.0,0.151
1930,3,hydro,5000.0,0.066
1930,3,wind,0.0,0.27
1930,3,solar,0.0,-0.111
1930,3,biomass,3666.667,-0.08
1930,3,coal,18235.383,0.33
1930,3,gas,759.808,0.136
1930,3,oil,2659.327,-0.065
1930,4,hydro,7500.0,0.375
1930,4,wind,0.0,0.125
1930,4,solar,0.0,-0.14
1930,4,biomass,3666.667,0.435
1930,4,coal,15600.0,-0.019
1930,4,gas,650.0,0.273
1930,4,oil,2275.0,-0.061
1930,5,hydro,9330.127,0.25
1930,5,wind,0.0,-0.045
1930,5,solar,0.0,0.42
1930,5,biomass,3666.667,0.024
1930,5,coal,12000.0,0.253
1930,5,gas,500.0,0.01
1930,5,oil,1750.0,0.083
1930,6,hydro,10000.0,0.402
1930,6,wind,0.0,-0.041
1930,6,solar,0.0,0.098
1930,6,biomass,3666.667,0.043
1930,6,coal,8400.0,0.28
1930,6,gas,350.0,0.0
1930,6,oil,1225.0,0.253
1930,7,hydro,9330.127,0.282
1930,7,wind,0.0,-0.139
1930,7,solar,0.0,0.146
1930,7,biomass,3666.667,-0.06
1930,7,coal,5764.617,-0.004
1930,7,gas,240.192,0.268
1930,7,oil,840.673,-0.134
1930,8,hydro,7500.0,0.277
1930,8,wind,0.0,0.35
1930,8,solar,0.0,0.453
1930,8,biomass,3666.667,0.113
1930,8,coal,4800.0,-0.061
1930,8,gas,200.0,-0.098
1930,8,oil,700.0,0.09
1930,9,hydro,5000.0,0.298
1930,9,wind,0.0,-0.079
1930,9,solar,0.0,0.048
1930,9,biomass,3666.667,0.389
1930,9,coal,5764.617,-0.058
1930,9,gas,240.192,0.324
1930,9,oil,840.673,0.312
1930,10,hydro,2500.0,-0.06
1930,10,wind,0.0,0.456
1930,10,solar,0.0,-0.054
1930,10,biomass,3666.667,0.178
1930,10,coal,8400.0,-0.135
1930,10,gas,350.0,0.25
1930,10,oil,1225.0,0.124
1930,11,hydro,669.873,0.293
1930,11,wind,0.0,0.237
1930,11,solar,0.0,-0.049
1930,11,biomass,3666.667,0.107
1930,11,coal,12000.0,0.272
1930,11,gas,500.0,0.376
1930,11,oil,1750.0,-0.088
1930,12,hydro,0.0,-0.08
1930,12,wind,0.0,0.311
1930,12,solar,0.0,0.214
1930,12,biomass,3666.667,0.09
1930,12,coal,15600.0,0.438
1930,12,gas,650.0,0.049
1930,12,oil,2275.0,-0.056
1931,1,hydro,683.27,0.038
1931,1,wind,0.0,-0.077
1931,1,solar,0.0,0.204
1931,1,biomass,3733.333,0.232
1931,1,coal,17931.46,0.237
1931,1,gas,835.788,0.339
1931,1,oil,2697.317,0.286
1931,2,hydro,2550.0,0.381
1931,2,wind,0.0,0.267
1931,2,solar,0.0,0.053
1931,2,biomass,3733.333,0.183
1931,2,coal,18880.0,0.178
1931,2,gas,880.0,0.321
1931,2,oil,2840.0,0.049
1931,3,hydro,5100.0,-0.095
1931,3,wind,0.0,0.411
1931,3,solar,0.0,0.445
1931,3,biomass,3733.333,0.169
1931,3,coal,17931.46,-0.06
1931,3,gas,835.788,0.172
1931,3,oil,2697.317,0.228
1931,4,hydro,7650.0,0.189
1931,4,wind,0.0,0.459
1931,4,solar,0.0,0.464
1931,4,biomass,3733.333,0.432
1931,4,coal,15340.0,-0.049
1931,4,gas,715.0,0.388
1931,4,oil,2307.5,0.213
1931,5,hydro,9516.73,0.091
1931,5,wind,0.0,0.282
1931,5,solar,0.0,0.33
1931,5,biomass,3733.333,0.445
1931,5,coal,11800.0,0.334
1931,5,gas,550.0,-0.118
1931,5,oil,1775.0,-0.087
1931,6,hydro,10200.0,0.029
1931,6,wind,0.0,-0.104
1931,6,solar,0.0,-0.092
1931,6,biomass,3733.333,0.346
1931,6,coal,8260.0,0.176
1931,6,gas,385.0,0.249
1931,6,oil,1242.5,0.173
1931,7,hydro,9516.73,0.121
1931,7,wind,0.0,0.293
1931,7,solar,0.0,-0.079
1931,7,biomass,3733.333,0.194
1931,7,coal,5668.54,0.242
1931,7,gas,264.212,0.038
1931,7,oil,852.683,0.058
1931,8,hydro,7650.0,0.179
1931,8,wind,0.0,-0.006
1931,8,solar,0.0,0.357
1931,8,biomass,3733.333,0.194
1931,8,coal,4720.0,0.106
1931,8,gas,220.0,0.253
1931,8,oil,710.0,0.373
1931,9,hydro,5100.0,0.281
1931,9,wind,0.0,-0.088
1931,9,solar,0.0,0.291
1931,9,biomass,3733.333,0.31
1931,9,coal,5668.54,0.38
1931,9,gas,264.212,-0.093
1931,9,oil,852.683,-0.076
1931,10,hydro,2550.0,0.133
1931,10,wind,0.0,0.144
1931,10,solar,0.0,0.237
1931,10,biomass,3733.333,0.058
1931,10,coal,8260.0,0.317
1931,10,gas,385.0,0.316
1931,10,oil,1242.5,-0.056
1931,11,hydro,683.27,0.297
1931,11,wind,0.0,0.293
1931,11,solar,0.0,-0.03
1931,11,biomass,3733.333,0.444
1931,11,coal,11800.0,0.186
1931,11,gas,550.0,0.342
1931,11,oil,1775.0,0.304
1931,12,hydro,0.0,-0.028
1931,12,wind,0.0,-0.052
